0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Цех №4,ЛЧ-35-11/600,Н-631,183236,Насос поршневой,683,"НД 1.0Р 2,5/100К13В",Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник 202 ГОСТ 8338-75,277202,50006076,Утвержден (имеет код SAP),ERSZ,1,ШТ,,14.05.2021,11083,Подшипник 202 ГОСТ 8338-75,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613А,187250,Насос поршневой,27,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник 80209 ГОСТ 7242-81,276753,50842774,Утвержден (имеет код SAP),ERSZ,1,ШТ,,01.06.2017,118,Подшипник 80209 ГОСТ 7242-81,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-613Б,187251,Насос поршневой,28,НД8П5000/32К14В-УХЛ2,Подшипники,Подшипники качения,Радиальный шариковый подшипник,Подшипник 80209 ГОСТ 7242-81,276753,50842774,Утвержден (имеет код SAP),ERSZ,1,ШТ,,01.06.2017,86,Подшипник 80209 ГОСТ 7242-81,MARK,Подшипники узла регулирования (на марку насоса),1,компл,ПС,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,ТК-601,256538,Компрессор центробежный,2805471,5RSA-56,Муфты,Муфта пластинчатая,Элемент монтажа,"Гайка муфты, черт. № TLJE-1500-F810-i008, поз. 5, компрессор 5RSA-56, JOHN CRANE",780059,51509126,Утвержден (имеет код SAP),ERSZ,20,ШТ,JOHN CRANE,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-601,256538,Компрессор центробежный,2805471,5RSA-56,Уплотнения,Щелевое,Кольцо маслоотбойное,"Уплотнение лабиринтное (сальник) упорного подшипника, черт. № 1-20-3098-442 (черт. № 3-20-2560-026), поз. 3, компрессор 5RSA-56, CKD",766800,51468388,Утвержден (имеет код SAP),ERSZ,1,ШТ,CKD,31.12.2002,,,MARK,Щелевые уплотнения подшипниковых узлов,1,компл,,ПС,ПС,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Подшипники,Подшипники скольжения,Вкладыш опорного подшипника,"Колодка опорная, черт. № 00.875.18.100СБ, КО-1 СКТБ ОАО ""Азотреммаш"", компрессор 7RSA 56, CKD",598658,51063174,Утвержден (имеет код SAP),ERSZ,1,ШТ,CKD,31.12.2002,,,MARK,Подшипники опорные,1,компл,,ПС,ПС,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Ротор,,,"Ротор в сборе, черт. № 0-20-8400-719, компрессор 7RSA 36, CKD",577854,51025310,Утвержден (имеет код SAP),ERSZ,1,ШТ,CKD,31.12.2002,,,MARK,Ротор компрессора (в сборе),1,шт,,ПС,ПС,1 шт. каждого типоразмера,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,Редуктор,Цилиндрический,Шестерня,"Колесо привода редуктора RUB-A-32, черт. № Ok 002308/R, поз. 130, компрессор 7RSA 36, SKODA",328595,50900205,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKODA,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ТК-602,133217,Компрессор центробежный,3805115,7RSA 36,(Нераспределенные),,,"Кольцо уплотнительное DN150 PN6/III редуктора RUB-A-32, черт. № Ok 002308/R, поз. 272, компрессор 7RSA 36, SKODA",328598,50902470,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKODA,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ДН-601,133025,Дымосос,В-104,ДН-21МГМ,Подшипники,Подшипники качения,Сферический роликовый подшипник,Подшипник SKF 22326 CC/W33 (аналог FAG 22326-E1),303714,50842892,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.01.2010,96303,Подшипник SKF 22326 CC/W33,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ДН-601,133025,Дымосос,В-104,ДН-21МГМ,Подшипники,Подшипники качения,Сферический роликовый подшипник,Подшипник SKF 22230 CC/W33 (аналог FAG 22230-E1),303707,50606994,Утвержден (имеет код SAP),ERSZ,1,ШТ,SKF,01.01.2010,96303,Подшипник SKF 22230 CC/W33,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Клапан,Клапан прямого действия,Клапан шаровой в сборе,"Клапан головки в сборе, черт. № PML2-04/2, поз. 04, 1.4581, иден. № 540082, насос N-K31, BRAN+LUEBBE",763409,51459511,Утвержден (имеет код SAP),ERSZ,2,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,"Клапан всасывающий, клапан нагнетательный",1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616Б,240717,Насос мембранный,9118251,N-K31,Клапан,Клапан прямого действия,Пружина клапана,"Пружина головки, черт. № PML2-04/2, поз. 40, 1.4571, иден. № 190105, насос N-K31, BRAN+LUEBBE",763372,51459276,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1996,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616Б,240717,Насос мембранный,9118251,N-K31,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение редуктора, черт. № k-01/2, поз. 28, FD 3, иден. № 150074, насос N-K31, BRAN+LUEBBE",763384,51459292,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1996,,,MARK,Плоские эластичные уплонения крышек корпуса и полостей цилиндра,1,компл,,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616Б,240717,Насос мембранный,9118251,N-K31,Уплотнения,Плоское эластичное,Шайба,"Кольцо уплотнительное редуктора 17х21, черт. № k-01/2, поз. 26, FD 12, иден. № 150228, насос N-K31, BRAN+LUEBBE",763386,51459293,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1996,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,ДН-601,133025,Дымосос,В-104,ДН-21МГМ,Вал НКО,,,"Вал, черт. № 7281.00.00 КБ УГМ, дымосос ДН-21МГМ",764465,51459599,Утвержден (имеет код SAP),ERSZ,1,ШТ,,31.12.2002,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-608А,132967,Насос центробежный консольный,02100053,A-40-NEG-250-10-OC-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное, 130х3, черт. № V0-2943, поз. 106, NBR, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",763320,51459243,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608А,132967,Насос центробежный консольный,02100053,A-40-NEG-250-10-OC-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное 40х2, черт. № V0-2943, поз. 107, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",332217,50900981,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608А,132967,Насос центробежный консольный,02100053,A-40-NEG-250-10-OC-FE,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение корпуса, черт. № V0-2943, поз. 75, HD-U, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",763324,51459268,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608Б,132966,Насос центробежный консольный,02100054,A-40-NEG-250-10-OC-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное, 130х3, черт. № V0-2943, поз. 106, NBR, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",763320,51459243,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608Б,132966,Насос центробежный консольный,02100054,A-40-NEG-250-10-OC-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное 40х2, черт. № V0-2943, поз. 107, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",332217,50900981,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-608Б,132966,Насос центробежный консольный,02100054,A-40-NEG-250-10-OC-FE,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение корпуса, черт. № V0-2943, поз. 75, HD-U, насос A-40-NEG-250-10-OC-FE, SIGMA GROUP",763324,51459268,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение корпуса, черт. № V0-3072, поз. 65, H-DU, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332220,50935194,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение втулки, черт. № V0-3072, поз. 66, H-DU, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332222,50935080,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Уплотнения,Щелевое,Кольцо лабиринтное,"Уплотнение корпуса подшипника, черт. № N 527 265, поз. 423.1, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332226,50935175,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Лабиринтные уплотнения подшипниковых узлов (Втулка маслоотражательная),1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Уплотнения,Щелевое,Кольцо лабиринтное,"Уплотнение корпуса подшипника, черт. № N 527 265, поз. 423.2, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332227,50935176,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Лабиринтные уплотнения подшипниковых узлов (Втулка маслоотражательная),1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное, 130х3, черт. № V0-3072, поз. 89, NBR, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332223,50900972,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614А,132961,Насос центробежный консольный,02100021,80-NEA-265-16-OC-05-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное, 240х3, черт. № V0-3072, поз. 90, NBR, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332225,50900979,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614Б,132962,Насос центробежный консольный,02100020,80-NEA-265-16-OC-05-FE,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение корпуса, черт. № V0-3072, поз. 65, H-DU, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332220,50935194,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614Б,132962,Насос центробежный консольный,02100020,80-NEA-265-16-OC-05-FE,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение втулки, черт. № V0-3072, поз. 66, H-DU, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332222,50935080,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614Б,132962,Насос центробежный консольный,02100020,80-NEA-265-16-OC-05-FE,Уплотнения,Щелевое,Кольцо лабиринтное,"Уплотнение корпуса подшипника, черт. № N 527 265, поз. 423.1, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332226,50935175,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Лабиринтные уплотнения подшипниковых узлов (Втулка маслоотражательная),1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614Б,132962,Насос центробежный консольный,02100020,80-NEA-265-16-OC-05-FE,Уплотнения,Щелевое,Кольцо лабиринтное,"Уплотнение корпуса подшипника, черт. № N 527 265, поз. 423.2, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332227,50935176,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,Лабиринтные уплотнения подшипниковых узлов (Втулка маслоотражательная),1,компл,,ПС,ПС,1 компл.,на 10 единиц однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614Б,132962,Насос центробежный консольный,02100020,80-NEA-265-16-OC-05-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное, 130х3, черт. № V0-3072, поз. 89, NBR, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332223,50900972,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-614Б,132962,Насос центробежный консольный,02100020,80-NEA-265-16-OC-05-FE,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное, 240х3, черт. № V0-3072, поз. 90, NBR, насос 80-NEA-265-16-OC-05-FE, SIGMA GROUP",332225,50900979,Утвержден (имеет код SAP),ERSZ,1,ШТ,SIGMA GROUP,31.12.2002,,,MARK,"Эластомерные уплотнения (O-ring), корпусные, разъемы подшипников и корпусов",1,компл,+,+,+,1 компл.,на 3 единицы однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Клапан,Клапан прямого действия,Пружина клапана,"Пружина головки, черт. № PML2-04/2, поз. 40, 1.4571, иден. № 190105, насос N-K31, BRAN+LUEBBE",763372,51459276,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение редуктора, черт. № k-01/2, поз. 28, FD 3, иден. № 150074, насос N-K31, BRAN+LUEBBE",763384,51459292,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Плоские эластичные уплонения крышек корпуса и полостей цилиндра,1,компл,,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Плоское эластичное,Шайба,"Кольцо уплотнительное редуктора 17х21, черт. № k-01/2, поз. 26, FD 12, иден. № 150228, насос N-K31, BRAN+LUEBBE",763386,51459293,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение редуктора, черт. № k-01/2, поз. 27, FD 3, иден. № 150073, насос N-K31, BRAN+LUEBBE",763385,51459288,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Плоские эластичные уплонения крышек корпуса и полостей цилиндра,1,компл,,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение редуктора, черт. № k-01/2, поз. 29, FD 3, иден. № 150076, насос N-K31, BRAN+LUEBBE",763383,51459126,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Плоские эластичные уплонения крышек корпуса и полостей цилиндра,1,компл,,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Плоское эластичное,Прокладка,"Уплотнение головки 21,5х31,5х2, черт. № PML2-04/2, поз. 43, FD 10, иден. № 150120, насос N-K31, BRAN+LUEBBE",763382,51459277,Утвержден (имеет код SAP),ERSZ,4,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Плоские эластичные уплонения крышек корпуса и полостей цилиндра,1,компл,,+,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Привод,Червячная передача,Колесо червячное,"Колесо червячное редуктора 39/2, черт. № k-01/2, поз. 02, 2.1060, иден. № 223004, насос N-K31, BRAN+LUEBBE",763429,51459572,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Зубчатая передача,1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Привод,Ручной,,"Узел редуктора в сборе, черт. № k-01/2, поз. 10, иден. № 429000, насос N-K31, BRAN+LUEBBE",763428,51459337,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Крейцкопф,Крейцкопф в сборе,,"Узел редуктора в сборе, черт. № k-01/2, поз. 11, иден. № 429300S, насос N-K31, BRAN+LUEBBE",763427,51459237,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Крейцкопф (ползун),,компл,,,,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Мембрана,Элемент монтажа,Толкатель,"Толкатель головки, черт. № PML2-04/2, поз. 14, C45, иден. № 303084, насос N-K31, BRAN+LUEBBE",763426,51459469,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Поршень/плунжер,Поршень в сборе,,"Поршень головки 25 30HUB, черт. № PML2-04/2, поз. 15, 1.4571, иден. № 312410, насос N-K31, BRAN+LUEBBE",763425,51459377,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Эластомерное,Кольцо,"Манжета уплотнительная D 25х37 K3, черт. № PML2-04/2, поз. 21, иден. № 364062, насос N-K31, BRAN+LUEBBE",763424,51459402,Утвержден (имеет код SAP),ERSZ,3,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Головка нагнетательная,,,"Головка насоса 25x30 в сборе, черт. № PML2-04/2, иден. № 512064SV, насос NK-31, BRAN+LUEBBE",510275,50896991,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное головки 40х4, черт. № PML2-04/2, поз. 25, NBR, иден. № 152015, насос N-K31, BRAN+LUEBBE",763388,51459312,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное 4,47х1,78, черт. № k-01/2, поз. 33, NBR, иден. № 811230, насос N-K31, BRAN+LUEBBE",763389,51459308,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Эластомерное,Кольцо О-образное,"Кольцо О-образное головки 4,6х2, черт. № PML2-04/2, поз. 44, FPM, иден. № 152007, насос N-K31, BRAN+LUEBBE",763387,51459360,Утвержден (имеет код SAP),ERSZ,2,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Кольцо,Стопорное,Разрезное,"Кольцо стопорное редуктора 40х1,75, черт. № k-01/2, поз. 20, FEDERST, иден. № 101617, насос N-K31, BRAN+LUEBBE",763390,51459370,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Сальниковое жидкостное,Кольцо направляющее,"Кольцо прокладочное головки 25, черт. № PML2-04/2, поз. 16, 1.4571, иден. № 303036, насос N-K31, BRAN+LUEBBE",763391,51459380,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Сальниковое жидкостное,Кольцо фонарное,"Кольцо затворное головки 25, черт. № PML2-04/2, поз. 18, 1.4571, иден. № 303043, насос N-K31, BRAN+LUEBBE",763392,51459359,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Сальниковое жидкостное,Букса,"Кольцо упорное головки 25, черт. № PML2-04/2, поз. 19, 1.4571, иден. № 303027, насос N-K31, BRAN+LUEBBE",763393,51459363,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Сальниковое жидкостное,Кольцо концевое,"Кольцо базисное головки 25х37, КЗ, черт. № PML2-04/2, поз. 22, иден. № 364087, насос N-K31, BRAN+LUEBBE",763394,51459233,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Сальниковое жидкостное,Кольцо уплотнительное,"Кольцо головки 25х40х10, черт. № PML2-04/2, поз. 24, NBR, иден. № 369555, насос N-K31, BRAN+LUEBBE",763395,51459368,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,,,,шт,,,,,
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Уплотнения,Эластомерное,Кольцо,"Кольцо головки 40х4, черт. № PML2-04/2, поз. 41, FEDERST, иден. № 190107, насос N-K31, BRAN+LUEBBE",763396,51459336,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,Эластомерные уплотнения (O-ring),1,компл,,+,+,1 компл.,На каждую единицу оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Клапан,Клапан прямого действия,Клапан шаровой в сборе,"Клапан головки в сборе, черт. № PML2-04/2, поз. 31, 1.4571, иден. № 545011, насос N-K31, BRAN+LUEBBE",332251,50899839,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,"Клапан всасывающий, клапан нагнетательный",1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
Цех №4,ЛЧ-35-11/600,Н-616А,240717,Насос мембранный,9118252,N-K31,Клапан,Клапан прямого действия,Клапан комбинированный гидравлический в сборе,"Клапан головки в сборе, черт. № PML2-04/2, поз. 30, 1.4571, иден. № 542517, насос N-K31, BRAN+LUEBBE",763411,51459405,Утвержден (имеет код SAP),ERSZ,1,ШТ,BRAN+LUEBBE,31.12.1995,,,MARK,"Клапан всасывающий, клапан нагнетательный",1,компл,ПС,ПС,+,1 компл.,на группу однотипного оборудования
